Contract,Rate Card,Project Title,Job Title,Line Item Type,Qty
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,89 - 15049382630 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,25.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,112 - 601243778 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,178.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,144 - 601279166 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,103.2
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,145 - 601279175 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,65.2
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,146 - 601279179 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,66.5
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,147 - 601279349 - Cu 1000/0.40 PIUT MB - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,30
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,156 - 601289735 - Cu 1800/0.40 PIUT PE - CVIC01 c81:M1-1800,CID-01-01-01 | Copper Identification for Copper Recovery,31.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,157 - 601289759 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,31.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,157 - 601289764 - Cu 600/0.40 CPIUT MB - CVIC01 c81:M1601-1800 400DEAD,CID-01-01-01 | Copper Identification for Copper Recovery,31.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,158 - 601289977 - Cu 600/0.40 CPIUT MB - CVIC01 c81:M1601-1800 400DEAD,CID-01-01-01 | Copper Identification for Copper Recovery,7.4
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,159 - 601290385 - Cu 1800/0.40 PIUT PE - CVIC01 c81:M1-1800,CID-01-01-01 | Copper Identification for Copper Recovery,108.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,160 - 601290403 - Cu 1800/0.40 PIUT PE - CVIC01 c81:M1-1800,CID-01-01-01 | Copper Identification for Copper Recovery,80.9
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,161 - 601298908 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,37.4
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,162 - 601303629 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,62.7
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,163 - 601303706 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,48.3
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,164 - 601303710 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,70.2
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,165 - 601303716 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,43.5
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,166 - 601303721 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,47.7
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,169 - 601342071 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-900,CID-01-01-01 | Copper Identification for Copper Recovery,47.4
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,186 - 601251223 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,141.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,239 - 601251202 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,44
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,240 - 601251216 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,96.2
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,241 - 601251235 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,3.8
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,243 - 601298809 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,76.3
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,246 - 2201219420 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,31.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,247 - 15016905693 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,20.3
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,248 - 15016905743 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,70.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,249 - 15027400654 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,103.3
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,250 - 601251121 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,152.2
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,251 - 601251144 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,16.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,252 - 601251208 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,130.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,253 - 601533026 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,43.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,259 - 15040189481 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-700 CVIC01 c38:M922-923 CVIC01 c38:M1101-1200,CID-01-01-01 | Copper Identification for Copper Recovery,28.3
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,260 - 15025949625 - Cu 600/0.40 CPIUT MB - CVIC01 c81:M1601-1800 400DEAD,CID-01-01-01 | Copper Identification for Copper Recovery,9.8
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,268 - 601290116 - Cu 600/0.40 CPIUT MB - CVIC01 c81:M1601-1800 400DEAD,CID-01-01-01 | Copper Identification for Copper Recovery,15.4
